Name,Path to File,Sub-Theme Name,Variable Name,Description,Time Period,Climate Model,RCP,Crop,Water Supply,Input Level,Data  Units,Recommended Renderer,Download URL,File Identifier,New Water Supply,New Crop
pmlt200b_yld,\res02\HadGEM2-ES\rcp4p5\2020sH\pmlt200b_yld.tif,Agro-climatic Yield,Agro-climatic potential yield,Agro-climatic potential yield for the time period 2011-2040 for Pearl millet with an Available water content of 200 mm/m (under rain-fed conditions) and high input level using climate data source HadGEM2-ES based on RCP4.5,2011-2040,HadGEM2-ES,RCP4.5,Pearl millet,Available water content of 200 mm/m (under rain-fed conditions),High,kg DW/ha,Agro-climatic Potential Yield Symbology, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/pmlt200b_yld.tif,325987,Rain-fed,Nan
prub200a_yld,\res02\HadGEM2-ES\rcp4p5\2020sH\prub200a_yld.tif,Agro-climatic Yield,Agro-climatic potential yield,Agro-climatic potential yield for the time period 2011-2040 for Para rubber with an Available water content of 200 mm/m (under irrigation conditions) and high input level using climate data source HadGEM2-ES based on RCP4.5,2011-2040,HadGEM2-ES,RCP4.5,Para rubber,Available water content of 200 mm/m (under irrigation conditions),High,kg DW/ha,Agro-climatic Potential Yield Symbology, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/prub200a_yld.tif,502180,Irrigation,Nan
prub200b_yld,\res02\HadGEM2-ES\rcp4p5\2020sH\prub200b_yld.tif,Agro-climatic Yield,Agro-climatic potential yield,Agro-climatic potential yield for the time period 2011-2040 for Para rubber with an Available water content of 200 mm/m (under rain-fed conditions) and high input level using climate data source HadGEM2-ES based on RCP4.5,2011-2040,HadGEM2-ES,RCP4.5,Para rubber,Available water content of 200 mm/m (under rain-fed conditions),High,kg DW/ha,Agro-climatic Potential Yield Symbology, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/prub200b_yld.tif,502191,Rain-fed,Nan
rape200a_yld,\res02\HadGEM2-ES\rcp4p5\2020sH\rape200a_yld.tif,Agro-climatic Yield,Agro-climatic potential yield,Agro-climatic potential yield for the time period 2011-2040 for Rapeseed with an Available water content of 200 mm/m (under irrigation conditions) and high input level using climate data source HadGEM2-ES based on RCP4.5,2011-2040,HadGEM2-ES,RCP4.5,Rapeseed,Available water content of 200 mm/m (under irrigation conditions),High,kg DW/ha,Agro-climatic Potential Yield Symbology, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/rape200a_yld.tif,327741,Irrigation,RAP
rape200b_yld,\res02\HadGEM2-ES\rcp4p5\2020sH\rape200b_yld.tif,Agro-climatic Yield,Agro-climatic potential yield,Agro-climatic potential yield for the time period 2011-2040 for Rapeseed with an Available water content of 200 mm/m (under rain-fed conditions) and high input level using climate data source HadGEM2-ES based on RCP4.5,2011-2040,HadGEM2-ES,RCP4.5,Rapeseed,Available water content of 200 mm/m (under rain-fed conditions),High,kg DW/ha,Agro-climatic Potential Yield Symbology, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/rape200b_yld.tif,326862,Rain-fed,RAP
rcgr200a_yld,\res02\HadGEM2-ES\rcp4p5\2020sH\rcgr200a_yld.tif,Agro-climatic Yield,Agro-climatic potential yield,Agro-climatic potential yield for the time period 2011-2040 for Reed canary grass with an Available water content of 200 mm/m (under irrigation conditions) and high input level using climate data source HadGEM2-ES based on RCP4.5,2011-2040,HadGEM2-ES,RCP4.5,Reed canary grass,Available water content of 200 mm/m (under irrigation conditions),High,10kg DW/ha,Agro-climatic Potential Yield Symbology, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/rcgr200a_yld.tif,329722,Irrigation,REE
rcgr200b_yld,\res02\HadGEM2-ES\rcp4p5\2020sH\rcgr200b_yld.tif,Agro-climatic Yield,Agro-climatic potential yield,Agro-climatic potential yield for the time period 2011-2040 for Reed canary grass with an Available water content of 200 mm/m (under rain-fed conditions) and high input level using climate data source HadGEM2-ES based on RCP4.5,2011-2040,HadGEM2-ES,RCP4.5,Reed canary grass,Available water content of 200 mm/m (under rain-fed conditions),High,10kg DW/ha,Agro-climatic Potential Yield Symbology, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/rcgr200b_yld.tif,324540,Rain-fed,REE
ricd200a_yld,\res02\HadGEM2-ES\rcp4p5\2020sH\ricd200a_yld.tif,Agro-climatic Yield,Agro-climatic potential yield,Agro-climatic potential yield for the time period 2011-2040 for Dryland rice with an Available water content of 200 mm/m (under irrigation conditions) and high input level using climate data source HadGEM2-ES based on RCP4.5,2011-2040,HadGEM2-ES,RCP4.5,Dryland rice,Available water content of 200 mm/m (under irrigation conditions),High,kg DW/ha,Agro-climatic Potential Yield Symbology, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/ricd200a_yld.tif,325772,Irrigation,RCD
ricd200b_yld,\res02\HadGEM2-ES\rcp4p5\2020sH\ricd200b_yld.tif,Agro-climatic Yield,Agro-climatic potential yield,Agro-climatic potential yield for the time period 2011-2040 for Dryland rice with an Available water content of 200 mm/m (under rain-fed conditions) and high input level using climate data source HadGEM2-ES based on RCP4.5,2011-2040,HadGEM2-ES,RCP4.5,Dryland rice,Available water content of 200 mm/m (under rain-fed conditions),High,kg DW/ha,Agro-climatic Potential Yield Symbology, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/ricd200b_yld.tif,325846,Rain-fed,RCD
ricw200a_yld,\res02\HadGEM2-ES\rcp4p5\2020sH\ricw200a_yld.tif,Agro-climatic Yield,Agro-climatic potential yield,Agro-climatic potential yield for the time period 2011-2040 for Wetland rice with an Available water content of 200 mm/m (under irrigation conditions) and high input level using climate data source HadGEM2-ES based on RCP4.5,2011-2040,HadGEM2-ES,RCP4.5,Wetland rice,Available water content of 200 mm/m (under irrigation conditions),High,kg DW/ha,Agro-climatic Potential Yield Symbology, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/ricw200a_yld.tif,325293,Irrigation,RCP
